word,char_count,corpus_count,term_freq,inv_doc_freq,tfidf
83,ever,7,34,0.00214987714987715,784.9411764705883,0.014330240007308412
84,hate,7,19,0.00214987714987715,1404.6315789473683,0.015581299840891962
85,always,7,32,0.00214987714987715,834.0,0.014460575496471508
86,gary,7,11,0.00214987714987715,2426.181818181818,0.016756301666621842
87,honey,6,7,0.0018427518427518428,3812.5714285714284,0.015195440705349804
88,idea,6,30,0.0018427518427518428,889.6,0.012513707475730317
89,put,6,66,0.0018427518427518428,404.3636363636364,0.011060776221987803
90,dad,6,124,0.0018427518427518428,215.2258064516129,0.009898687480749577
91,christmas,6,9,0.0018427518427518428,2965.3333333333335,0.01473233057952504
92,fun,6,32,0.0018427518427518428,834.0,0.012394778996975579
93,huh,6,62,0.0018427518427518428,430.4516129032258,0.01117598572502466
94,first,6,44,0.0018427518427518428,606.5454545454545,0.0118079477971257
95,whatever,6,29,0.0018427518427518428,920.2758620689655,0.012576179622552825
96,apples,6,7,0.0018427518427518428,3812.5714285714284,0.015195440705349804
97,different,6,29,0.0018427518427518428,920.2758620689655,0.012576179622552825
98,happened,6,24,0.0018427518427518428,1112.0,0.012924905666112766
99,anything,6,45,0.0018427518427518428,593.0666666666667,0.01176653590059242
